tree_id,plant_type,species
11953,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
1378,Tree,Acacia baileyana :: Bailey's Acacia
22995,Tree,Platanus racemosa :: California Sycamore
25761,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27057,Tree,Callistemon viminalis :: Weeping Bottlebrush
5027,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
5028,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
249,Tree,Platanus x hispanica :: Sycamore: London Plane
1227,Tree,Quercus suber :: Cork Oak
10790,Tree,Quercus suber :: Cork Oak
9986,Tree,Dodonaea viscosa :: Hop Bush
14500,Tree,Ginkgo biloba :: Maidenhair Tree
27493,Tree,Ginkgo biloba :: Maidenhair Tree
10140,Tree,Prunus cerasifera :: Cherry Plum
25978,Tree,Prunus cerasifera :: Cherry Plum
10803,Tree,Ulmus 'Prospector' :: Prospector Elm
363,Tree,Lophostemon confertus :: Brisbane Box
362,Tree,Lophostemon confertus :: Brisbane Box
29448,Tree,Lophostemon confertus :: Brisbane Box
29449,Tree,Lophostemon confertus :: Brisbane Box
29450,Tree,Lophostemon confertus :: Brisbane Box
29445,Tree,Lophostemon confertus :: Brisbane Box
29447,Tree,Lophostemon confertus :: Brisbane Box
24956,Tree,Lophostemon confertus :: Brisbane Box
29135,Tree,Lophostemon confertus :: Brisbane Box
5512,Tree,Magnolia grandiflora :: Southern Magnolia
11234,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27079,Tree,Callistemon viminalis :: Weeping Bottlebrush
10811,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
24207,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
26830,Tree,Leptospermum laevigatum :: Australian Tea Tree
9362,Tree,Photinia fraseri :: Photinia: Chinese photinia
413,Tree,Platanus x hispanica :: Sycamore: London Plane
10761,Tree,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus
11249,Tree,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus
11247,Tree,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus
28243,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
12648,Tree,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau'
3840,Tree,Lophostemon confertus :: Brisbane Box
9255,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
